slider.started,text.started,key_resp.started,slider.response,slider.rt,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
8.493038099999467,8.493038099999467,8.493038099999467,None,None,space,0.9793858000002729,527486,001,2023-03-06_15h55.33.636,prevent-empty-rating,2023.1.0,240.69126531508547,
