slider.started,text.started,key_resp.started,slider.response,slider.rt,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
8.562585199999376,8.562585199999376,8.562585199999376,1.9222222222222223,2.395528799999738,space,2.5917604000005667,005834,001,2023-03-06_16h58.42.317,prevent-empty-rating,2022.2.2,240.2419717070215,
