3.2318 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
3.5520 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017ABBBC3520>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017ABBBC3FD0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017ABBBC3CD0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000017ABDAE91F0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.5521 	EXP 	window1: mouseVisible = True
3.5521 	EXP 	window1: backgroundImage = ''
3.5521 	EXP 	window1: backgroundFit = 'none'
3.5522 	EXP 	window1: mouseVisible = False
3.5522 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
3.5522 	EXP 	window1: recordFrameIntervals = False
3.5940 	EXP 	window1: recordFrameIntervals = True
3.6398 	EXP 	Screen (0) actual frame rate measured at 239.17Hz
3.6398 	EXP 	window1: recordFrameIntervals = False
4.8683 	EXP 	window1: mouseVisible = True
4.8892 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=0, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=None, lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.4]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
4.9514 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
4.9614 	EXP 	slider: autoLog = True
4.9614 	EXP 	slider: markerPos = None
4.9614 	EXP 	slider: styleTweaks = []
4.9614 	EXP 	slider: styleTweaks = []
4.9614 	EXP 	slider: styleTweaks = []
4.9614 	EXP 	slider: styleTweaks = []
4.9614 	EXP 	slider: contrast = 1.0
4.9614 	EXP 	slider: autoLog = True
4.9614 	EXP 	slider: markerPos = None
4.9614 	EXP 	slider: markerPos = None
4.9614 	EXP 	slider: autoDraw = True
4.9614 	EXP 	text: autoDraw = True
5.2873 	DATA 	Keypress: space
5.9343 	DATA 	Mouse: Left button down, pos=(1010,93)
5.9398 	EXP 	slider: markerPos = 3.185185185185185
5.9439 	EXP 	slider: markerPos = 3.1925925925925926
5.9482 	EXP 	slider: markerPos = 3.1925925925925926
5.9524 	EXP 	slider: markerPos = 3.1925925925925926
5.9566 	EXP 	slider: markerPos = 3.1925925925925926
5.9607 	EXP 	slider: markerPos = 3.1925925925925926
5.9653 	EXP 	slider: markerPos = 3.1925925925925926
5.9694 	EXP 	slider: markerPos = 3.1925925925925926
5.9746 	EXP 	slider: markerPos = 3.1925925925925926
5.9787 	EXP 	slider: markerPos = 3.1925925925925926
5.9832 	EXP 	slider: markerPos = 3.1925925925925926
5.9873 	EXP 	slider: markerPos = 3.1925925925925926
5.9916 	EXP 	slider: markerPos = 3.1925925925925926
5.9965 	EXP 	slider: markerPos = 3.1925925925925926
6.0010 	EXP 	slider: markerPos = 3.1925925925925926
6.0062 	EXP 	slider: markerPos = 3.1925925925925926
6.0108 	EXP 	slider: markerPos = 3.1925925925925926
6.0152 	EXP 	slider: markerPos = 3.1925925925925926
6.0192 	EXP 	slider: markerPos = 3.1925925925925926
6.0234 	EXP 	slider: markerPos = 3.1925925925925926
6.0275 	EXP 	slider: markerPos = 3.1925925925925926
6.0317 	EXP 	slider: markerPos = 3.1925925925925926
6.0355 	DATA 	Mouse:  Left button up, pos=(1012,93)
6.0375 	EXP 	slider: markerPos = 3.1925925925925926
6.0415 	EXP 	slider: markerPos = 3.1925925925925926
6.0456 	EXP 	slider: autoDraw = False
6.0456 	EXP 	text: autoDraw = False
6.1105 	EXP 	window1: mouseVisible = True
