3.5734 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
3.8632 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000022433ACA370>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000022433ACA310>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000022433ACA040>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000224359E8670>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.8633 	EXP 	window1: mouseVisible = True
3.8633 	EXP 	window1: backgroundImage = ''
3.8633 	EXP 	window1: backgroundFit = 'none'
3.8634 	EXP 	window1: mouseVisible = False
3.8634 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
3.8634 	EXP 	window1: recordFrameIntervals = False
3.9047 	EXP 	window1: recordFrameIntervals = True
3.9508 	EXP 	Screen (0) actual frame rate measured at 239.24Hz
3.9508 	EXP 	window1: recordFrameIntervals = False
5.1786 	EXP 	window1: mouseVisible = True
5.2014 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=0, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=None, lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.4]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
5.2647 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
5.2775 	EXP 	slider: autoLog = True
5.2775 	EXP 	slider: markerPos = None
5.2775 	EXP 	slider: styleTweaks = []
5.2775 	EXP 	slider: styleTweaks = []
5.2775 	EXP 	slider: styleTweaks = []
5.2775 	EXP 	slider: styleTweaks = []
5.2775 	EXP 	slider: contrast = 1.0
5.2775 	EXP 	slider: autoLog = True
5.2775 	EXP 	slider: markerPos = None
5.2775 	EXP 	slider: markerPos = None
5.2775 	EXP 	slider: autoDraw = True
5.2775 	EXP 	text: autoDraw = True
5.4584 	DATA 	Keypress: space
6.1069 	DATA 	Mouse: Left button down, pos=(1045,123)
6.1134 	EXP 	slider: markerPos = 3.314814814814815
6.1192 	EXP 	slider: markerPos = 3.314814814814815
6.1233 	EXP 	slider: markerPos = 3.314814814814815
6.1284 	EXP 	slider: markerPos = 3.314814814814815
6.1326 	EXP 	slider: markerPos = 3.314814814814815
6.1373 	EXP 	slider: markerPos = 3.314814814814815
6.1417 	EXP 	slider: markerPos = 3.314814814814815
6.1462 	EXP 	slider: markerPos = 3.314814814814815
6.1505 	EXP 	slider: markerPos = 3.314814814814815
6.1547 	EXP 	slider: markerPos = 3.314814814814815
6.1589 	EXP 	slider: markerPos = 3.314814814814815
6.1633 	EXP 	slider: markerPos = 3.314814814814815
6.1676 	EXP 	slider: markerPos = 3.314814814814815
6.1720 	EXP 	slider: markerPos = 3.314814814814815
6.1774 	EXP 	slider: markerPos = 3.314814814814815
6.1818 	EXP 	slider: markerPos = 3.314814814814815
6.1867 	EXP 	slider: markerPos = 3.314814814814815
6.1911 	EXP 	slider: markerPos = 3.314814814814815
6.1952 	DATA 	Mouse:  Left button up, pos=(1045,123)
6.1960 	EXP 	slider: markerPos = 3.314814814814815
6.2002 	EXP 	slider: markerPos = 3.314814814814815
6.4886 	DATA 	Keypress: space
6.6089 	EXP 	slider: autoDraw = False
6.6089 	EXP 	text: autoDraw = False
6.6545 	EXP 	window1: mouseVisible = True
