text.started,mouse_2.started,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,text_3.started,mouse_3.started,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,text_4.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,participant,session,date,expName,psychopyVersion,frameRate,
4.995606700002099,2.8299997211433947e-05,[-0.012037037037037037],[-0.09259259259259259],[1],[0],[0],[0.5497283000004245],,,,,,,,,,,,,,,,,,,,,,,608030,001,2023-03-07_11h25.46.910,1cond,2023.1.0,236.19108801633809,
,,,,,,,,[],[],[],[],[],[],,,,,,,,,,,,,,,,,608030,001,2023-03-07_11h25.46.910,1cond,2023.1.0,236.19108801633809,
,,,,,,,,,,,,,,5.5475531999982195,9.399998816661537e-06,[-0.012037037037037037],[-0.09259259259259259],[1],[0],[0],[0.5883696000091732],,,,,,,,,608030,001,2023-03-07_11h25.46.910,1cond,2023.1.0,236.19108801633809,
,,,,,,,,,,,,,,,,,,,,,,6.1350087000028,1.4399993233382702e-05,[-0.012037037037037037],[-0.09259259259259259],[1],[0],[0],[0.45211070000368636],608030,001,2023-03-07_11h25.46.910,1cond,2023.1.0,236.19108801633809,
