mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
0.14349890000084997,[0.019444444444444445],[0.025],[1],[0],[0],[1.7463379000000714],615391,001,2023-02-24_17h23.56.535,d,2023.1.0,233.58209827062979,
