mouse.started,stim.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
0.09382469999945897,6.519799500001682,[-0.08796296296296297],[0.022222222222222223],[1],[0],[0],[0.8112784000004467],850621,001,2023-02-24_17h24.26.367,d,2023.1.0,239.3249122838666,
