mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
0.05314160000125412,[-0.08981481481481482],[-0.09537037037037037],[1],[0],[0],[1.9627256999992824],485936,001,2023-02-24_17h19.44.839,d,2023.1.0,239.91286364077052,
