mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
0.13949119999961113,[0.05092592592592592],[-0.005555555555555556],[1],[0],[0],[2.1932218999991164],090954,001,2023-02-24_17h21.01.434,d,2023.1.0,234.67347532363604,
