mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,
0.1449616000008973,[-0.03333333333333333],[0.053703703703703705],[1],[0],[0],[0.779459900000802],283715,001,2023-02-24_17h23.18.017,d,2023.1.0,238.25066829307778,
